TOP.5caae8dd.000e0e88	START
TOP.5caaeb12.000b1f47	user_options->veracrypt_pim	0
TOP.5caaeb12.000b1f47	user_options->version	0
TOP.5caaeb12.000b1f47	user_options->workload_profile	3
TOP.5caaeb12.000b1f47	user_options->brain_client	0
TOP.5caaeb12.000b1f47	user_options->brain_client_features	2
TOP.5caaeb12.000b1f47	user_options->brain_server	0
TOP.5caaeb12.000b1f47	user_options->brain_port	6863
TOP.5caaeb12.000b1f47	user_options->brain_session	0
TOP.5caaeb12.000b1f47	hashes->hashfile	C:\Users\John\Downloads\Hashcat\hashes\hash.txt
TOP.5caaeb12.000b1f47	hashes->hashlist_mode	4
TOP.5caaeb12.000b1f47	hashes->hashlist_format	0
TOP.5caaeb12.000b1f47	hashes->hashes_cnt	0
TOP.5caaeb12.000b1f47	hashes->digests_cnt	1
TOP.5caaeb12.000b1f47	hashes->digests_done	0
TOP.5caaeb12.000b1f47	hashes->salts_cnt	1
TOP.5caaeb12.000b1f47	hashes->salts_done	0
TOP.5caaeb12.000b1f47	proc_start	1554705170
TOP.5caaeb12.000b1f47	proc_stop	1554705171
TOP.5caaeb12.000b1f47	STOP
TOP.5caaeb46.0008e2b4	START
TOP.5caaeb46.0008e2b4	user_options->separator	:
TOP.5caaeb46.0008e2b4	user_options->encoding_from	utf-8
TOP.5caaeb46.0008e2b4	user_options->encoding_to	utf-8
TOP.5caaeb46.0008e2b4	user_options->opencl_device_types	1
TOP.5caaeb46.0008e2b4	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaeb46.0008e2b4	user_options->rule_buf_l	:
TOP.5caaeb46.0008e2b4	user_options->rule_buf_r	:
TOP.5caaeb46.0008e2b4	user_options->session	2019-04-08
TOP.5caaeb46.0008e2b4	user_options->limit	0
TOP.5caaeb46.0008e2b4	user_options->skip	0
TOP.5caaeb46.0008e2b4	user_options->attack_mode	0
TOP.5caaeb46.0008e2b4	user_options->benchmark	0
TOP.5caaeb46.0008e2b4	user_options->benchmark_all	0
TOP.5caaeb46.0008e2b4	user_options->bitmap_max	18
TOP.5caaeb46.0008e2b4	user_options->bitmap_min	16
TOP.5caaeb46.0008e2b4	user_options->debug_mode	0
TOP.5caaeb46.0008e2b4	user_options->example_hashes	0
TOP.5caaeb46.0008e2b4	user_options->force	0
TOP.5caaeb46.0008e2b4	user_options->hwmon_disable	0
TOP.5caaeb46.0008e2b4	user_options->hwmon_temp_abort	90
TOP.5caaeb46.0008e2b4	user_options->hash_mode	0
TOP.5caaeb46.0008e2b4	user_options->hex_charset	0
TOP.5caaeb46.0008e2b4	user_options->hex_salt	0
TOP.5caaeb46.0008e2b4	user_options->hex_wordlist	0
TOP.5caaeb46.0008e2b4	user_options->increment	0
TOP.5caaeb46.0008e2b4	user_options->increment_max	256
TOP.5caaeb46.0008e2b4	user_options->increment_min	1
TOP.5caaeb46.0008e2b4	user_options->keep_guessing	0
TOP.5caaeb46.0008e2b4	user_options->kernel_accel	0
TOP.5caaeb46.0008e2b4	user_options->kernel_loops	0
TOP.5caaeb46.0008e2b4	user_options->kernel_threads	0
TOP.5caaeb46.0008e2b4	user_options->keyspace	0
TOP.5caaeb46.0008e2b4	user_options->left	0
TOP.5caaeb46.0008e2b4	user_options->logfile_disable	0
TOP.5caaeb46.0008e2b4	user_options->loopback	0
TOP.5caaeb46.0008e2b4	user_options->machine_readable	0
TOP.5caaeb46.0008e2b4	user_options->markov_classic	0
TOP.5caaeb46.0008e2b4	user_options->markov_disable	0
TOP.5caaeb46.0008e2b4	user_options->markov_threshold	256
TOP.5caaeb46.0008e2b4	user_options->opencl_info	0
TOP.5caaeb46.0008e2b4	user_options->opencl_vector_width	0
TOP.5caaeb46.0008e2b4	user_options->optimized_kernel_enable	1
TOP.5caaeb46.0008e2b4	user_options->outfile_autohex	1
TOP.5caaeb46.0008e2b4	user_options->outfile_check_timer	5
TOP.5caaeb46.0008e2b4	user_options->outfile_format	3
TOP.5caaeb46.0008e2b4	user_options->wordlist_autohex_disable	0
TOP.5caaeb46.0008e2b4	user_options->potfile_disable	1
TOP.5caaeb46.0008e2b4	user_options->progress_only	0
TOP.5caaeb46.0008e2b4	user_options->quiet	0
TOP.5caaeb46.0008e2b4	user_options->remove	0
TOP.5caaeb46.0008e2b4	user_options->remove_timer	60
TOP.5caaeb46.0008e2b4	user_options->restore	0
TOP.5caaeb46.0008e2b4	user_options->restore_disable	0
TOP.5caaeb46.0008e2b4	user_options->restore_timer	60
TOP.5caaeb46.0008e2b4	user_options->rp_files_cnt	0
TOP.5caaeb46.0008e2b4	user_options->rp_gen	0
TOP.5caaeb46.0008e2b4	user_options->rp_gen_func_max	4
TOP.5caaeb46.0008e2b4	user_options->rp_gen_func_min	1
TOP.5caaeb46.0008e2b4	user_options->rp_gen_seed	0
TOP.5caaeb46.0008e2b4	user_options->runtime	0
TOP.5caaeb46.0008e2b4	user_options->scrypt_tmto	0
TOP.5caaeb46.0008e2b4	user_options->segment_size	33554432
TOP.5caaeb46.0008e2b4	user_options->self_test_disable	0
TOP.5caaeb46.0008e2b4	user_options->slow_candidates	0
TOP.5caaeb46.0008e2b4	user_options->show	0
TOP.5caaeb46.0008e2b4	user_options->speed_only	0
TOP.5caaeb46.0008e2b4	user_options->spin_damp	8
TOP.5caaeb46.0008e2b4	user_options->status	1
TOP.5caaeb46.0008e2b4	user_options->status_timer	60
TOP.5caaeb46.0008e2b4	user_options->stdout_flag	0
TOP.5caaeb46.0008e2b4	user_options->usage	0
TOP.5caaeb46.0008e2b4	user_options->username	0
TOP.5caaeb46.0008e2b4	user_options->veracrypt_pim	0
TOP.5caaeb46.0008e2b4	user_options->version	0
TOP.5caaeb46.0008e2b4	user_options->workload_profile	3
TOP.5caaeb46.0008e2b4	user_options->brain_client	0
TOP.5caaeb46.0008e2b4	user_options->brain_client_features	2
TOP.5caaeb46.0008e2b4	user_options->brain_server	0
TOP.5caaeb46.0008e2b4	user_options->brain_port	6863
TOP.5caaeb46.0008e2b4	user_options->brain_session	0
TOP.5caaeb46.0008e2b4	hashes->hashfile	C:\Users\John\Downloads\Hashcat\hashes\hash.txt
TOP.5caaeb46.0008e2b4	hashes->hashlist_mode	4
TOP.5caaeb46.0008e2b4	hashes->hashlist_format	0
TOP.5caaeb46.0008e2b4	hashes->hashes_cnt	0
TOP.5caaeb46.0008e2b4	hashes->digests_cnt	1
TOP.5caaeb46.0008e2b4	hashes->digests_done	0
TOP.5caaeb46.0008e2b4	hashes->salts_cnt	1
TOP.5caaeb46.0008e2b4	hashes->salts_done	0
TOP.5caaeb46.0008e2b4	proc_start	1554705222
TOP.5caaeb46.0008e2b4	proc_stop	1554705223
TOP.5caaeb46.0008e2b4	STOP
TOP.5caaebe4.0000e276	START
TOP.5caaebe4.0000e276	user_options->separator	:
TOP.5caaebe4.0000e276	user_options->encoding_from	utf-8
TOP.5caaebe4.0000e276	user_options->encoding_to	utf-8
TOP.5caaebe4.0000e276	user_options->opencl_device_types	1
TOP.5caaebe4.0000e276	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaebe4.0000e276	user_options->rule_buf_l	:
TOP.5caaebe4.0000e276	user_options->rule_buf_r	:
TOP.5caaebe4.0000e276	user_options->session	2019-04-08
TOP.5caaebe4.0000e276	user_options->limit	0
TOP.5caaebe4.0000e276	user_options->skip	0
TOP.5caaebe4.0000e276	user_options->attack_mode	0
TOP.5caaebe4.0000e276	user_options->benchmark	0
TOP.5caaebe4.0000e276	user_options->benchmark_all	0
TOP.5caaebe4.0000e276	user_options->bitmap_max	18
TOP.5caaebe4.0000e276	user_options->bitmap_min	16
TOP.5caaebe4.0000e276	user_options->debug_mode	0
TOP.5caaebe4.0000e276	user_options->example_hashes	0
TOP.5caaebe4.0000e276	user_options->force	0
TOP.5caaebe4.0000e276	user_options->hwmon_disable	0
TOP.5caaebe4.0000e276	user_options->hwmon_temp_abort	90
TOP.5caaebe4.0000e276	user_options->hash_mode	0
TOP.5caaebe4.0000e276	user_options->hex_charset	0
TOP.5caaebe4.0000e276	user_options->hex_salt	0
TOP.5caaebe4.0000e276	user_options->hex_wordlist	0
TOP.5caaebe4.0000e276	user_options->increment	0
TOP.5caaebe4.0000e276	user_options->increment_max	256
TOP.5caaebe4.0000e276	user_options->increment_min	1
TOP.5caaebe4.0000e276	user_options->keep_guessing	0
TOP.5caaebe4.0000e276	user_options->kernel_accel	0
TOP.5caaebe4.0000e276	user_options->kernel_loops	0
TOP.5caaebe4.0000e276	user_options->kernel_threads	0
TOP.5caaebe4.0000e276	user_options->keyspace	0
TOP.5caaebe4.0000e276	user_options->left	0
TOP.5caaebe4.0000e276	user_options->logfile_disable	0
TOP.5caaebe4.0000e276	user_options->loopback	0
TOP.5caaebe4.0000e276	user_options->machine_readable	0
TOP.5caaebe4.0000e276	user_options->markov_classic	0
TOP.5caaebe4.0000e276	user_options->markov_disable	0
TOP.5caaebe4.0000e276	user_options->markov_threshold	256
TOP.5caaebe4.0000e276	user_options->opencl_info	0
TOP.5caaebe4.0000e276	user_options->opencl_vector_width	0
TOP.5caaebe4.0000e276	user_options->optimized_kernel_enable	1
TOP.5caaebe4.0000e276	user_options->outfile_autohex	1
TOP.5caaebe4.0000e276	user_options->outfile_check_timer	5
TOP.5caaebe4.0000e276	user_options->outfile_format	3
TOP.5caaebe4.0000e276	user_options->wordlist_autohex_disable	0
TOP.5caaebe4.0000e276	user_options->potfile_disable	1
TOP.5caaebe4.0000e276	user_options->progress_only	0
TOP.5caaebe4.0000e276	user_options->quiet	0
TOP.5caaebe4.0000e276	user_options->remove	0
TOP.5caaebe4.0000e276	user_options->remove_timer	60
TOP.5caaebe4.0000e276	user_options->restore	0
TOP.5caaebe4.0000e276	user_options->restore_disable	0
TOP.5caaebe4.0000e276	user_options->restore_timer	60
TOP.5caaebe4.0000e276	user_options->rp_files_cnt	0
TOP.5caaebe4.0000e276	user_options->rp_gen	0
TOP.5caaebe4.0000e276	user_options->rp_gen_func_max	4
TOP.5caaebe4.0000e276	user_options->rp_gen_func_min	1
TOP.5caaebe4.0000e276	user_options->rp_gen_seed	0
TOP.5caaebe4.0000e276	user_options->runtime	0
TOP.5caaebe4.0000e276	user_options->scrypt_tmto	0
TOP.5caaebe4.0000e276	user_options->segment_size	33554432
TOP.5caaebe4.0000e276	user_options->self_test_disable	0
TOP.5caaebe4.0000e276	user_options->slow_candidates	0
TOP.5caaebe4.0000e276	user_options->show	0
TOP.5caaebe4.0000e276	user_options->speed_only	0
TOP.5caaebe4.0000e276	user_options->spin_damp	8
TOP.5caaebe4.0000e276	user_options->status	1
TOP.5caaebe4.0000e276	user_options->status_timer	60
TOP.5caaebe4.0000e276	user_options->stdout_flag	0
TOP.5caaebe4.0000e276	user_options->usage	0
TOP.5caaebe4.0000e276	user_options->username	0
TOP.5caaebe4.0000e276	user_options->veracrypt_pim	0
TOP.5caaebe4.0000e276	user_options->version	0
TOP.5caaebe4.0000e276	user_options->workload_profile	3
TOP.5caaebe4.0000e276	user_options->brain_client	0
TOP.5caaebe4.0000e276	user_options->brain_client_features	2
TOP.5caaebe4.0000e276	user_options->brain_server	0
TOP.5caaebe4.0000e276	user_options->brain_port	6863
TOP.5caaebe4.0000e276	user_options->brain_session	0
TOP.5caaebe4.0000e276	hashes->hashfile	C:\Users\John\Downloads\Hashcat\hashes\hash.txt
TOP.5caaebe4.0000e276	hashes->hashlist_mode	4
TOP.5caaebe4.0000e276	hashes->hashlist_format	0
TOP.5caaebe4.0000e276	hashes->hashes_cnt	0
TOP.5caaebe4.0000e276	hashes->digests_cnt	1
TOP.5caaebe4.0000e276	hashes->digests_done	0
TOP.5caaebe4.0000e276	hashes->salts_cnt	1
TOP.5caaebe4.0000e276	hashes->salts_done	0
TOP.5caaebe4.0000e276	proc_start	1554705380
TOP.5caaebe4.0000e276	proc_stop	1554705381
TOP.5caaebe4.0000e276	STOP
TOP.5caaebf3.00021ab3	START
TOP.5caaebf3.00021ab3	user_options->separator	:
TOP.5caaebf3.00021ab3	user_options->encoding_from	utf-8
TOP.5caaebf3.00021ab3	user_options->encoding_to	utf-8
TOP.5caaebf3.00021ab3	user_options->opencl_device_types	1
TOP.5caaebf3.00021ab3	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaebf3.00021ab3	user_options->rule_buf_l	:
TOP.5caaebf3.00021ab3	user_options->rule_buf_r	:
TOP.5caaebf3.00021ab3	user_options->session	2019-04-08
TOP.5caaebf3.00021ab3	user_options->limit	0
TOP.5caaebf3.00021ab3	user_options->skip	0
TOP.5caaebf3.00021ab3	user_options->attack_mode	0
TOP.5caaebf3.00021ab3	user_options->benchmark	0
TOP.5caaebf3.00021ab3	user_options->benchmark_all	0
TOP.5caaebf3.00021ab3	user_options->bitmap_max	18
TOP.5caaebf3.00021ab3	user_options->bitmap_min	16
TOP.5caaebf3.00021ab3	user_options->debug_mode	0
TOP.5caaebf3.00021ab3	user_options->example_hashes	0
TOP.5caaebf3.00021ab3	user_options->force	1
TOP.5caaebf3.00021ab3	user_options->hwmon_disable	0
TOP.5caaebf3.00021ab3	user_options->hwmon_temp_abort	90
TOP.5caaebf3.00021ab3	user_options->hash_mode	0
TOP.5caaebf3.00021ab3	user_options->hex_charset	0
TOP.5caaebf3.00021ab3	user_options->hex_salt	0
TOP.5caaebf3.00021ab3	user_options->hex_wordlist	0
TOP.5caaebf3.00021ab3	user_options->increment	0
TOP.5caaebf3.00021ab3	user_options->increment_max	256
TOP.5caaebf3.00021ab3	user_options->increment_min	1
TOP.5caaebf3.00021ab3	user_options->keep_guessing	0
TOP.5caaebf3.00021ab3	user_options->kernel_accel	0
TOP.5caaebf3.00021ab3	user_options->kernel_loops	0
TOP.5caaebf3.00021ab3	user_options->kernel_threads	0
TOP.5caaebf3.00021ab3	user_options->keyspace	0
TOP.5caaebf3.00021ab3	user_options->left	0
TOP.5caaebf3.00021ab3	user_options->logfile_disable	0
TOP.5caaebf3.00021ab3	user_options->loopback	0
TOP.5caaebf3.00021ab3	user_options->machine_readable	0
TOP.5caaebf3.00021ab3	user_options->markov_classic	0
TOP.5caaebf3.00021ab3	user_options->markov_disable	0
TOP.5caaebf3.00021ab3	user_options->markov_threshold	256
TOP.5caaebf3.00021ab3	user_options->opencl_info	0
TOP.5caaebf3.00021ab3	user_options->opencl_vector_width	0
TOP.5caaebf3.00021ab3	user_options->optimized_kernel_enable	1
TOP.5caaebf3.00021ab3	user_options->outfile_autohex	1
TOP.5caaebf3.00021ab3	user_options->outfile_check_timer	5
TOP.5caaebf3.00021ab3	user_options->outfile_format	3
TOP.5caaebf3.00021ab3	user_options->wordlist_autohex_disable	0
TOP.5caaebf3.00021ab3	user_options->potfile_disable	1
TOP.5caaebf3.00021ab3	user_options->progress_only	0
TOP.5caaebf3.00021ab3	user_options->quiet	0
TOP.5caaebf3.00021ab3	user_options->remove	0
TOP.5caaebf3.00021ab3	user_options->remove_timer	60
TOP.5caaebf3.00021ab3	user_options->restore	0
TOP.5caaebf3.00021ab3	user_options->restore_disable	0
TOP.5caaebf3.00021ab3	user_options->restore_timer	60
TOP.5caaebf3.00021ab3	user_options->rp_files_cnt	0
TOP.5caaebf3.00021ab3	user_options->rp_gen	0
TOP.5caaebf3.00021ab3	user_options->rp_gen_func_max	4
TOP.5caaebf3.00021ab3	user_options->rp_gen_func_min	1
TOP.5caaebf3.00021ab3	user_options->rp_gen_seed	0
TOP.5caaebf3.00021ab3	user_options->runtime	0
TOP.5caaebf3.00021ab3	user_options->scrypt_tmto	0
TOP.5caaebf3.00021ab3	user_options->segment_size	33554432
TOP.5caaebf3.00021ab3	user_options->self_test_disable	0
TOP.5caaebf3.00021ab3	user_options->slow_candidates	0
TOP.5caaebf3.00021ab3	user_options->show	0
TOP.5caaebf3.00021ab3	user_options->speed_only	0
TOP.5caaebf3.00021ab3	user_options->spin_damp	8
TOP.5caaebf3.00021ab3	user_options->status	1
TOP.5caaebf3.00021ab3	user_options->status_timer	60
TOP.5caaebf3.00021ab3	user_options->stdout_flag	0
TOP.5caaebf3.00021ab3	user_options->usage	0
TOP.5caaebf3.00021ab3	user_options->username	0
TOP.5caaebf3.00021ab3	user_options->veracrypt_pim	0
TOP.5caaebf3.00021ab3	user_options->version	0
TOP.5caaebf3.00021ab3	user_options->workload_profile	3
TOP.5caaebf3.00021ab3	user_options->brain_client	0
TOP.5caaebf3.00021ab3	user_options->brain_client_features	2
TOP.5caaebf3.00021ab3	user_options->brain_server	0
TOP.5caaebf3.00021ab3	user_options->brain_port	6863
TOP.5caaebf3.00021ab3	user_options->brain_session	0
TOP.5caaebf3.00021ab3	hashes->hashfile	C:\Users\John\Downloads\Hashcat\hashes\hash.txt
TOP.5caaebf3.00021ab3	hashes->hashlist_mode	4
TOP.5caaebf3.00021ab3	hashes->hashlist_format	0
TOP.5caaebf3.00021ab3	hashes->hashes_cnt	0
TOP.5caaebf3.00021ab3	hashes->digests_cnt	1
TOP.5caaebf3.00021ab3	hashes->digests_done	0
TOP.5caaebf3.00021ab3	hashes->salts_cnt	1
TOP.5caaebf3.00021ab3	hashes->salts_done	0
TOP.5caaebf3.00021ab3	proc_start	1554705395
TOP.5caaebf3.00021ab3	proc_stop	1554705396
TOP.5caaebf3.00021ab3	STOP
TOP.5caaec37.00049f06	START
TOP.5caaec37.00049f06	user_options->separator	:
TOP.5caaec37.00049f06	user_options->encoding_from	utf-8
TOP.5caaec37.00049f06	user_options->encoding_to	utf-8
TOP.5caaec37.00049f06	user_options->opencl_device_types	1
TOP.5caaec37.00049f06	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaec37.00049f06	user_options->rule_buf_l	:
TOP.5caaec37.00049f06	user_options->rule_buf_r	:
TOP.5caaec37.00049f06	user_options->session	2019-04-08
TOP.5caaec37.00049f06	user_options->limit	0
TOP.5caaec37.00049f06	user_options->skip	0
TOP.5caaec37.00049f06	user_options->attack_mode	0
TOP.5caaec37.00049f06	user_options->benchmark	0
TOP.5caaec37.00049f06	user_options->benchmark_all	0
TOP.5caaec37.00049f06	user_options->bitmap_max	18
TOP.5caaec37.00049f06	user_options->bitmap_min	16
TOP.5caaec37.00049f06	user_options->debug_mode	0
TOP.5caaec37.00049f06	user_options->example_hashes	0
TOP.5caaec37.00049f06	user_options->force	0
TOP.5caaec37.00049f06	user_options->hwmon_disable	0
TOP.5caaec37.00049f06	user_options->hwmon_temp_abort	90
TOP.5caaec37.00049f06	user_options->hash_mode	10
TOP.5caaec37.00049f06	user_options->hex_charset	0
TOP.5caaec37.00049f06	user_options->hex_salt	0
TOP.5caaec37.00049f06	user_options->hex_wordlist	0
TOP.5caaec37.00049f06	user_options->increment	0
TOP.5caaec37.00049f06	user_options->increment_max	256
TOP.5caaec37.00049f06	user_options->increment_min	1
TOP.5caaec37.00049f06	user_options->keep_guessing	0
TOP.5caaec37.00049f06	user_options->kernel_accel	0
TOP.5caaec37.00049f06	user_options->kernel_loops	0
TOP.5caaec37.00049f06	user_options->kernel_threads	0
TOP.5caaec37.00049f06	user_options->keyspace	0
TOP.5caaec37.00049f06	user_options->left	0
TOP.5caaec37.00049f06	user_options->logfile_disable	0
TOP.5caaec37.00049f06	user_options->loopback	0
TOP.5caaec37.00049f06	user_options->machine_readable	0
TOP.5caaec37.00049f06	user_options->markov_classic	0
TOP.5caaec37.00049f06	user_options->markov_disable	0
TOP.5caaec37.00049f06	user_options->markov_threshold	256
TOP.5caaec37.00049f06	user_options->opencl_info	0
TOP.5caaec37.00049f06	user_options->opencl_vector_width	0
TOP.5caaec37.00049f06	user_options->optimized_kernel_enable	1
TOP.5caaec37.00049f06	user_options->outfile_autohex	1
TOP.5caaec37.00049f06	user_options->outfile_check_timer	5
TOP.5caaec37.00049f06	user_options->outfile_format	3
TOP.5caaec37.00049f06	user_options->wordlist_autohex_disable	0
TOP.5caaec37.00049f06	user_options->potfile_disable	1
TOP.5caaec37.00049f06	user_options->progress_only	0
TOP.5caaec37.00049f06	user_options->quiet	0
TOP.5caaec37.00049f06	user_options->remove	0
TOP.5caaec37.00049f06	user_options->remove_timer	60
TOP.5caaec37.00049f06	user_options->restore	0
TOP.5caaec37.00049f06	user_options->restore_disable	0
TOP.5caaec37.00049f06	user_options->restore_timer	60
TOP.5caaec37.00049f06	user_options->rp_files_cnt	0
TOP.5caaec37.00049f06	user_options->rp_gen	0
TOP.5caaec37.00049f06	user_options->rp_gen_func_max	4
TOP.5caaec37.00049f06	user_options->rp_gen_func_min	1
TOP.5caaec37.00049f06	user_options->rp_gen_seed	0
TOP.5caaec37.00049f06	user_options->runtime	0
TOP.5caaec37.00049f06	user_options->scrypt_tmto	0
TOP.5caaec37.00049f06	user_options->segment_size	33554432
TOP.5caaec37.00049f06	user_options->self_test_disable	0
TOP.5caaec37.00049f06	user_options->slow_candidates	0
TOP.5caaec37.00049f06	user_options->show	0
TOP.5caaec37.00049f06	user_options->speed_only	0
TOP.5caaec37.00049f06	user_options->spin_damp	8
TOP.5caaec37.00049f06	user_options->status	1
TOP.5caaec37.00049f06	user_options->status_timer	60
TOP.5caaec37.00049f06	user_options->stdout_flag	0
TOP.5caaec37.00049f06	user_options->usage	0
TOP.5caaec37.00049f06	user_options->username	0
TOP.5caaec37.00049f06	user_options->veracrypt_pim	0
TOP.5caaec37.00049f06	user_options->version	0
TOP.5caaec37.00049f06	user_options->workload_profile	3
TOP.5caaec37.00049f06	user_options->brain_client	0
TOP.5caaec37.00049f06	user_options->brain_client_features	2
TOP.5caaec37.00049f06	user_options->brain_server	0
TOP.5caaec37.00049f06	user_options->brain_port	6863
TOP.5caaec37.00049f06	user_options->brain_session	0
TOP.5caaec37.00049f06	proc_start	1554705463
TOP.5caaec37.00049f06	proc_stop	1554705463
TOP.5caaec37.00049f06	STOP
TOP.5caaec85.000ed0e5	START
TOP.5caaec85.000ed0e5	user_options->separator	:
TOP.5caaec85.000ed0e5	user_options->encoding_from	utf-8
TOP.5caaec85.000ed0e5	user_options->encoding_to	utf-8
TOP.5caaec85.000ed0e5	user_options->opencl_device_types	1
TOP.5caaec85.000ed0e5	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaec85.000ed0e5	user_options->rule_buf_l	:
TOP.5caaec85.000ed0e5	user_options->rule_buf_r	:
TOP.5caaec85.000ed0e5	user_options->session	2019-04-08
TOP.5caaec85.000ed0e5	user_options->limit	0
TOP.5caaec85.000ed0e5	user_options->skip	0
TOP.5caaec85.000ed0e5	user_options->attack_mode	0
TOP.5caaec85.000ed0e5	user_options->benchmark	0
TOP.5caaec85.000ed0e5	user_options->benchmark_all	0
TOP.5caaec85.000ed0e5	user_options->bitmap_max	18
TOP.5caaec85.000ed0e5	user_options->bitmap_min	16
TOP.5caaec85.000ed0e5	user_options->debug_mode	0
TOP.5caaec85.000ed0e5	user_options->example_hashes	0
TOP.5caaec85.000ed0e5	user_options->force	0
TOP.5caaec85.000ed0e5	user_options->hwmon_disable	0
TOP.5caaec85.000ed0e5	user_options->hwmon_temp_abort	90
TOP.5caaec85.000ed0e5	user_options->hash_mode	10
TOP.5caaec85.000ed0e5	user_options->hex_charset	0
TOP.5caaec85.000ed0e5	user_options->hex_salt	0
TOP.5caaec85.000ed0e5	user_options->hex_wordlist	0
TOP.5caaec85.000ed0e5	user_options->increment	0
TOP.5caaec85.000ed0e5	user_options->increment_max	256
TOP.5caaec85.000ed0e5	user_options->increment_min	1
TOP.5caaec85.000ed0e5	user_options->keep_guessing	0
TOP.5caaec85.000ed0e5	user_options->kernel_accel	0
TOP.5caaec85.000ed0e5	user_options->kernel_loops	0
TOP.5caaec85.000ed0e5	user_options->kernel_threads	0
TOP.5caaec85.000ed0e5	user_options->keyspace	0
TOP.5caaec85.000ed0e5	user_options->left	0
TOP.5caaec85.000ed0e5	user_options->logfile_disable	0
TOP.5caaec85.000ed0e5	user_options->loopback	0
TOP.5caaec85.000ed0e5	user_options->machine_readable	0
TOP.5caaec85.000ed0e5	user_options->markov_classic	0
TOP.5caaec85.000ed0e5	user_options->markov_disable	0
TOP.5caaec85.000ed0e5	user_options->markov_threshold	256
TOP.5caaec85.000ed0e5	user_options->opencl_info	0
TOP.5caaec85.000ed0e5	user_options->opencl_vector_width	0
TOP.5caaec85.000ed0e5	user_options->optimized_kernel_enable	1
TOP.5caaec85.000ed0e5	user_options->outfile_autohex	1
TOP.5caaec85.000ed0e5	user_options->outfile_check_timer	5
TOP.5caaec85.000ed0e5	user_options->outfile_format	3
TOP.5caaec85.000ed0e5	user_options->wordlist_autohex_disable	0
TOP.5caaec85.000ed0e5	user_options->potfile_disable	1
TOP.5caaec85.000ed0e5	user_options->progress_only	0
TOP.5caaec85.000ed0e5	user_options->quiet	0
TOP.5caaec85.000ed0e5	user_options->remove	0
TOP.5caaec85.000ed0e5	user_options->remove_timer	60
TOP.5caaec85.000ed0e5	user_options->restore	0
TOP.5caaec85.000ed0e5	user_options->restore_disable	0
TOP.5caaec85.000ed0e5	user_options->restore_timer	60
TOP.5caaec85.000ed0e5	user_options->rp_files_cnt	0
TOP.5caaec85.000ed0e5	user_options->rp_gen	0
TOP.5caaec85.000ed0e5	user_options->rp_gen_func_max	4
TOP.5caaec85.000ed0e5	user_options->rp_gen_func_min	1
TOP.5caaec85.000ed0e5	user_options->rp_gen_seed	0
TOP.5caaec85.000ed0e5	user_options->runtime	0
TOP.5caaec85.000ed0e5	user_options->scrypt_tmto	0
TOP.5caaec85.000ed0e5	user_options->segment_size	33554432
TOP.5caaec85.000ed0e5	user_options->self_test_disable	0
TOP.5caaec85.000ed0e5	user_options->slow_candidates	0
TOP.5caaec85.000ed0e5	user_options->show	0
TOP.5caaec85.000ed0e5	user_options->speed_only	0
TOP.5caaec85.000ed0e5	user_options->spin_damp	8
TOP.5caaec85.000ed0e5	user_options->status	1
TOP.5caaec85.000ed0e5	user_options->status_timer	60
TOP.5caaec85.000ed0e5	user_options->stdout_flag	0
TOP.5caaec85.000ed0e5	user_options->usage	0
TOP.5caaec85.000ed0e5	user_options->username	0
TOP.5caaec85.000ed0e5	user_options->veracrypt_pim	0
TOP.5caaec85.000ed0e5	user_options->version	0
TOP.5caaec85.000ed0e5	user_options->workload_profile	3
TOP.5caaec85.000ed0e5	user_options->brain_client	0
TOP.5caaec85.000ed0e5	user_options->brain_client_features	2
TOP.5caaec85.000ed0e5	user_options->brain_server	0
TOP.5caaec85.000ed0e5	user_options->brain_port	6863
TOP.5caaec85.000ed0e5	user_options->brain_session	0
TOP.5caaec85.000ed0e5	proc_start	1554705541
TOP.5caaec85.000ed0e5	proc_stop	1554705542
TOP.5caaec85.000ed0e5	STOP
TOP.5caaecb8.000321c9	START
TOP.5caaecb8.000321c9	user_options->separator	:
TOP.5caaecb8.000321c9	user_options->encoding_from	utf-8
TOP.5caaecb8.000321c9	user_options->encoding_to	utf-8
TOP.5caaecb8.000321c9	user_options->opencl_device_types	1
TOP.5caaecb8.000321c9	user_options->outfile	C:\Users\John\Downloads\Hashcat\outputs\output.txt
TOP.5caaecb8.000321c9	user_options->rule_buf_l	:
TOP.5caaecb8.000321c9	user_options->rule_buf_r	:
TOP.5caaecb8.000321c9	user_options->session	2019-04-08
TOP.5caaecb8.000321c9	user_options->limit	0
TOP.5caaecb8.000321c9	user_options->skip	0
TOP.5caaecb8.000321c9	user_options->attack_mode	0
TOP.5caaecb8.000321c9	user_options->benchmark	0
TOP.5caaecb8.000321c9	user_options->benchmark_all	0
TOP.5caaecb8.000321c9	user_options->bitmap_max	18
TOP.5caaecb8.000321c9	user_options->bitmap_min	16
TOP.5caaecb8.000321c9	user_options->debug_mode	0
